id,comment_text,label,clean_text,distilbert_pred,distilbert_prob,category
bdb0f325cdf5ac43,"What the hell
Nobody complained until you came and started destorying my page. Whats wrong with you????",0,what the hell nobody complained until you came and started destorying my page whats wrong with you,1,0.794369,
59f06782ce14f3bc,"So, making false accusation of vandalism, deliberately inserting false information into articles, reverting for no reason and harassment is just fine, no need for even so much as a warning.  Meanwhile removing false information from articles merits a block.  What a fucked up place this is.  Well, see you on the next IP shortly!  You will not win this battle.  You will not prevent me from improving articles.  You will not be able to keep wind wave or any of the articles I've improved in a deficient state.  So why even try?  190.161.186.94",0,so making false accusation of vandalism deliberately inserting false information into articles reverting for no reason and harassment is just fine no need for even so much as a warning meanwhile removing false information from articles merits a block what a fucked up place this is well see you on the next ip shortly you will not win this battle you will not prevent me from improving articles you will not be able to keep wind wave or any of the articles i have improved in a deficient state so why even try 190 161 186 94,1,0.993576,
ac642a7e322abf0d,"""
Dougweller, Nice try at helping SamEV, but, NO WAY! We're not severs in a restaurant here. (At least, I'm not!) And, I do not care for your awkward approach, to defend SamEV, with a ludicrous article brimming with restaurant servers' vernacular! The slang, that servers use in restaurants, is not acceptable (or used) in everyday English. Sorry! No dice, Dougie! Your going to have to do better than a sever's """"testimony""""! Hall of Shame on you, for this one! -)""",0,dougweller nice try at helping samev but no way we are not severs in a restaurant here at least i am not and i do not care for your awkward approach to defend samev with a ludicrous article brimming with restaurant servers vernacular the slang that servers use in restaurants is not acceptable or used in everyday english sorry no dice dougie your going to have to do better than a sever is testimony hall of shame on you for this one,1,0.739079,
5ea1bbb32429da12,"Gay??? 

Is there a source for the story of him being gay?  79.204.110.196",0,gay is there a source for the story of him being gay 79 204 110 196,1,0.998883,
2f5add3ff3b7a79d,His edit summary called me a weirdo.,0,his edit summary called me a weirdo,1,0.918422,
3088bf20bdacda12,"well then don't 

undo other people's edits when you clearly don't know what you're talking about! you made a right cunt of that one mate!",0,well then do not undo other people is edits when you clearly do not know what you are talking about you made a right cunt of that one mate,1,0.999281,
cc02fb09a0087b93,"Beefcake Vandalism Barnstar 

zT:oOMGnM suk 3lee3 8allz.",0,beefcake vandalism barnstar zt oomgnm suk 3lee3 8allz,1,0.649473,
d1fec08e5c1bcd2d,"""Of course I expect you all to now """"track"""" all my edits and harass me in a very ungentlemanly way, it is to be expected that you will now all attempt to drive me out of Wikipedia, it is the way you people work. Shame.  """,0,of course i expect you all to now track all my edits and harass me in a very ungentlemanly way it is to be expected that you will now all attempt to drive me out of wikipedia it is the way you people work shame,1,0.983142,
1df78d22dece0198,"RE: Pygmy Guru 

I'm not asking for your support. I'm expressing my general dismay in finding my article deleted. All the time and thought put into that article was wasted. Wikipedia is the collaboration of minds and people, to create a digital encyclopedia where simple folk like myself can visit and retrieve information.
And my information was lynched, hung, and stoned to death by none other than Sam Blacketer.

You are the pretentious, bloated Hitler of Wikipedia.

Have a jolly day.",0,re pygmy guru i am not asking for your support i am expressing my general dismay in finding my article deleted all the time and thought put into that article was wasted wikipedia is the collaboration of minds and people to create a digital encyclopedia where simple folk like myself can visit and retrieve information and my information was lynched hung and stoned to death by none other than sam blacketer you are the pretentious bloated hitler of wikipedia have a jolly day,1,0.988241,
08f3cc32e4404699,Are you a paid PR & small time editor of these fake women LOL who potray false info on Wikipedia misleading people! Going by your name you sound japanese! So what do you know about lakshmi manchu? She was born in Modugulapalem in chittoor on October-8th-1970 married twice! Just go research your facts first and make an effort to publish some true facts instead of deleting the truth. How pitiful! Also it is not allowed to hVd wiki pages without DOB so go find your facts first Yamaguchi or whoever u are!,0,are you a paid pr small time editor of these fake women lol who potray false info on wikipedia misleading people going by your name you sound japanese so what do you know about lakshmi manchu she was born in modugulapalem in chittoor on october 8th 1970 married twice just go research your facts first and make an effort to publish some true facts instead of deleting the truth how pitiful also it is not allowed to hvd wiki pages without dob so go find your facts first yamaguchi or whoever u are,1,0.974782,
8b7b85e54dadb63e,"Dan. To adopt your analogy, Ed Johnston is the systems manager guy in the wikioffice, with seniority, wide knowledge of the way it best functions, and a demonstrated capacity for making judgements all sides accept as neutral, and he's telling a less experienced wikipedian how this peculiar society works.  Most serious, professional writers, scholars and thinkers find this place exasperating and refuse to help out. Some just learn to bite the bullet, wear the bullshit, adapt to suppressing the 'Ah, you fucken dopey arsehole' sort of thought that passes one's article-parsing mind from hour to hour, and write instead, 'you're mistaken' or even 'you screwed up'. Of course there are lots of ignoramuses and liars here, like everywhere in the world and in every sphere of activity. Here, the rule is, if you want to lie or push a POV against the evidence, as long as you stick to the AGF rules, you can enjoy longevity while enjoying exhibitions of suicide by people who call you out. That looks outrageous, at first glance, but without it, tens of thousands of quite good quality articles on difficult and controversial topics would never have been written. Anthropologists, when studying a tribe in field research, understand that they must adapt, provisorily, to the rules of the tribe: back in their professorial armchair, a different discourse obtains which, were it thrown the tribe's way would (a) only be offensive (b) obstruct the acquisition of a tribe's ethnography and (c) ultimately, be detrimental to the tribe itself, which down the line may well need that expert's return to assist it in adapting in turn to a larger world outside of its own mental confines. Best",0,dan to adopt your analogy ed johnston is the systems manager guy in the wikioffice with seniority wide knowledge of the way it best functions and a demonstrated capacity for making judgements all sides accept as neutral and he is telling a less experienced wikipedian how this peculiar society works most serious professional writers scholars and thinkers find this place exasperating and refuse to help out some just learn to bite the bullet wear the bullshit adapt to suppressing the ah you fucken dopey arsehole sort of thought that passes one is article parsing mind from hour to hour and write instead you are mistaken or even you screwed up of course there are lots of ignoramuses and liars here like everywhere in the world and in every sphere of activity here the rule is if you want to lie or push a pov against the evidence as long as you stick to the agf rules you can enjoy longevity while enjoying exhibitions of suicide by people who call you out that looks outrageous at first glance but without it tens of thousands of quite good quality articles on difficult and controversial topics would never have been written anthropologists when studying a tribe in field research understand that they must adapt provisorily to the rules of the tribe back in their professorial armchair a different discourse obtains which were it thrown the tribe is way would a only be offensive b obstruct the acquisition of a tribe is ethnography and c ultimately be detrimental to the tribe itself which down the line may well need that expert is return to assist it in adapting in turn to a larger world outside of its own mental confines best,1,0.992715,
0da6a405ab2953b9,"""

 Is that the best you can say? 

WOW! Making a little speech in my user talk page really shows how immature you are. God, you are such a child. How old are you? 15? And those aliases are from video games in case you haven't figured that out. And you've been blocked twice before. The fact is you are anal retentive and cry like a little baby everytime things don't go your way. You're just like Daymee. Now why don't you do us both a favor and deal with your new stalker friend instead of bothering me. P By the way, what the hell does the B in your username stand for?  —Preceding unsigned comment added by 70.127.205.121   """,0,is that the best you can say wow making a little speech in my user talk page really shows how immature you are god you are such a child how old are you 15 and those aliases are from video games in case you have not figured that out and you have been blocked twice before the fact is you are anal retentive and cry like a little baby everytime things do not go your way you are just like daymee now why do not you do us both a favor and deal with your new stalker friend instead of bothering me p by the way what the hell does the b in your username stand for preceding unsigned comment added by 70 127 205 121,1,0.991678,
ccf5fc30450c06ff,"Vandalism?? You call my changing the Apollo articles to read the facts for a few seconds vandalism huh you stupid crackwhore? Ya well the mere existence of those Neil Armstrong fairy tales and maniacs who are still deluding themselves into thinking shit like that could have actually occured in 1969 is the ultimate vandalism of human culture on this planet in general. I looked into this Apollo nonsense in greater detail than I would have liked to. To the extent of trying to correspond with NASA. There is no such thing as a Neil Armstrong or anybody else actually going to the moon anytime soon, nevermind the 60s. If you look carefully at these so-called TV broadcasts of those events they look as outrageously unrealistic and disgustingly fake as Ed Wood movies. But hey why listen to me when you can keep right on regurgitating your appaller space balonies and other lies. That's how science and wikipedia works.",0,vandalism you call my changing the apollo articles to read the facts for a few seconds vandalism huh you stupid crackwhore ya well the mere existence of those neil armstrong fairy tales and maniacs who are still deluding themselves into thinking shit like that could have actually occured in 1969 is the ultimate vandalism of human culture on this planet in general i looked into this apollo nonsense in greater detail than i would have liked to to the extent of trying to correspond with nasa there is no such thing as a neil armstrong or anybody else actually going to the moon anytime soon nevermind the 60s if you look carefully at these so called tv broadcasts of those events they look as outrageously unrealistic and disgustingly fake as ed wood movies but hey why listen to me when you can keep right on regurgitating your appaller space balonies and other lies that is how science and wikipedia works,1,0.994314,
3fed21d2dddfc3ac,stfu u deleted our page. tool.,0,stfu u deleted our page tool,1,0.995731,
75bcfd1fbe9c345a,This is what the others aren't doing. You seen to be only pointing your evil eye one way here fella,0,this is what the others are not doing you seen to be only pointing your evil eye one way here fella,1,0.990789,
06514d936dc2ce36,"""

 The attack? 

I did not attack what's its name (SynchroCat?!!!) but it seems from the response that some editors at Wikipedia have a f- raging disease of attacking anyone outside the pool of Wikipedia editors that may question their judgement. You need to read the log before you label my comments """"attack"""". For the record I dont think you are a f-gg-t either.  So you dont know how to read?  You just know how to use the delete button?  How delightful for your supervisors.""",0,the attack i did not attack what is its name synchrocat but it seems from the response that some editors at wikipedia have a f raging disease of attacking anyone outside the pool of wikipedia editors that may question their judgement you need to read the log before you label my comments attack for the record i dont think you are a f gg t either so you dont know how to read you just know how to use the delete button how delightful for your supervisors,1,0.905964,
6d3d72c0b9958ca6,"""

Not to mention the fact that it's easily revealed to be a forgery. The """"security paper"""" background has text in Afrikaans claiming it to be a fraud, and text embedded in the file says:

NOTICE: This image is a work of parody and political commentary. It is not a genuine government document. Barack Obama was born in Hawaii. A certified copy of his birth record is freely available online. If you thought this was Obama's real birth certificate, a """"smoking gun"""" proving he's not a natural-born citizen, then congratulations. You are an idiot. I made this from scratch. It is completely fake, and no document from Kenya or the United Kingdom resembles it.
 
Obama's president, and will be for the next 3 1/2 to 7 1/2 years. Get used to it.

Nothing to see here, folks.  """,0,not to mention the fact that it is easily revealed to be a forgery the security paper background has text in afrikaans claiming it to be a fraud and text embedded in the file says notice this image is a work of parody and political commentary it is not a genuine government document barack obama was born in hawaii a certified copy of his birth record is freely available online if you thought this was obama is real birth certificate a smoking gun proving he is not a natural born citizen then congratulations you are an idiot i made this from scratch it is completely fake and no document from kenya or the united kingdom resembles it obama is president and will be for the next 3 1 2 to 7 1 2 years get used to it nothing to see here folks,1,0.995853,
b79c2a14278706eb,"friends 

I and Jxy are two damned friends who use the same damned computer! Take it easy! Ciao,",0,friends i and jxy are two damned friends who use the same damned computer take it easy ciao,1,0.974161,
fc07b97dd231353e,"Could you leave my userpage please and stop this sockpuppet rubbish please?

Yay is it true you are making me and admin? that would be cool i want to be an admin someday so i can block all the vandals.",0,could you leave my userpage please and stop this sockpuppet rubbish please yay is it true you are making me and admin that would be cool i want to be an admin someday so i can block all the vandals,1,0.989138,
992f2ebe1c30a785,"Getting angry above about it doesn't change the undeniable fact that it needs to go to the main subject.  You've also broken WP:3RR.  And I hate musicals, especially the one with the singing nuns.",0,getting angry above about it does not change the undeniable fact that it needs to go to the main subject you have also broken wp 3rr and i hate musicals especially the one with the singing nuns,1,0.899029,
8284bbf5d75baae9,"grow up 

Get a life",0,grow up get a life,1,0.872133,
6317e44cc46589bd,"Whoever wrote this, dont worry this kid used to be a big-time loser and kinda changed over the years.",0,whoever wrote this dont worry this kid used to be a big time loser and kinda changed over the years,1,0.718237,
4318cc9154bf851b,"A tornado I lived through and tips on safty 

one year i almost died in a tornado. i was upstairs(u never want to be up stairs)when a cr went through my house right in front of me. then i ran downstairs and covered my neck away from windows laying down after a long time when all loud sounds were gone i went upstairs to find only that my house was gone.The tornado was an F5. to survive you need to cover your nek. Get as low as possible and stay away from windows. you als need to get to lhe lowest level ok the building your in.",0,a tornado i lived through and tips on safty one year i almost died in a tornado i was upstairs u never want to be up stairs when a cr went through my house right in front of me then i ran downstairs and covered my neck away from windows laying down after a long time when all loud sounds were gone i went upstairs to find only that my house was gone the tornado was an f5 to survive you need to cover your nek get as low as possible and stay away from windows you als need to get to lhe lowest level ok the building your in,1,0.95042,
bc7a4efe66a04bac,"Unblock-Jonovision is an ignorant squatter on the article and will not let me improve it.  He has a buddy who reverts with him, SoxWoc or something, so I get hammered.  They are working as a team.  See the comments on the page and see for yourself.",0,unblock jonovision is an ignorant squatter on the article and will not let me improve it he has a buddy who reverts with him soxwoc or something so i get hammered they are working as a team see the comments on the page and see for yourself,1,0.987281,
78a4443ec227e6e5,Some info on a true Jackass,0,some info on a true jackass,1,0.984011,
5651986dc734f948,"Shipwreck Cove 

Why does every mention of Shipwreck cove on this site say Shipwreck Island. No one called it Shipwreck Island in the Movie, the friggen Site even says Shipwreck cove. Whose the moron that dubbed it Shipwreck Island.",0,shipwreck cove why does every mention of shipwreck cove on this site say shipwreck island no one called it shipwreck island in the movie the friggen site even says shipwreck cove whose the moron that dubbed it shipwreck island,1,0.883035,
dc3f4df6d6b766f8,"""

To . This poor soul of  has always a rule that makes him/her (in his/her mind) absolutely right - no matter is (s)he knowledgeable about the subject (s)he tries to elaborate or not. Also, (s)he has the rule which his/her opponent breaks regularly - """"Please stop your personal attacks ..."""". Sure thing, Wikipedia is a free source of knowledge - which must be freed of mentally challenged people (and their 'contributions') like  - in order to be credible and respectable source.  """,0,to this poor soul of has always a rule that makes him her in his her mind absolutely right no matter is s he knowledgeable about the subject s he tries to elaborate or not also s he has the rule which his her opponent breaks regularly please stop your personal attacks sure thing wikipedia is a free source of knowledge which must be freed of mentally challenged people and their contributions like in order to be credible and respectable source,1,0.768619,
0cbb58ba39a1ef1d,", followed by user:Makecat so they have aids in China! Grats!! Now the black supremacist User:Malik Shabazz wants to get in on it. Well, monkeys and all",0,followed by user makecat so they have aids in china grats now the black supremacist user malik shabazz wants to get in on it well monkeys and all,1,0.994169,
59b266445559ccd0,"Anal 4 
What does Anal 4 stands for in your user page? -?",0,anal 4 what does anal 4 stands for in your user page,1,0.995902,
e0f99fb3d82c4f5d,I think thsi is a gayu website,0,i think thsi is a gayu website,1,0.995676,
08f9e6a26e25bf7c,No....you draw the line on all censorship.  So Wiki caves in and removes the drawings on Anal Sex and Bukkake because its just too much for you.  Then what?  I have a feeling though that you would even not tolerate drawings of the Doggie Position or maybe even Missionary Position.  The line is that no one person or group decides what is right or acceptable for all others and parents begin parenting and stop forcing their beliefs on others.,0,no you draw the line on all censorship so wiki caves in and removes the drawings on anal sex and bukkake because its just too much for you then what i have a feeling though that you would even not tolerate drawings of the doggie position or maybe even missionary position the line is that no one person or group decides what is right or acceptable for all others and parents begin parenting and stop forcing their beliefs on others,1,0.967842,
