id,comment_text,label,nbow_lr_pred,nbow_lr_prob,category,notes
889e52b460032f2f,"i have know idiots before but nothing quite like you AVRUCH.I do wish you would get a life instead of trying to fabricate the lives of others. You could not get a clearer quote from a High Court Judge and my dad won the case, won recognition (which was obvious)and won costs!!!!!    msds",1,0,0.019352,,
49aa8538cbd4e479,Idiot tristan is right! no one actually knows there are to many theories about it too. 1 it is pure speed. 2 bloodline limit. 3 it summons the user 4 it really does teleport. 5 it travels along with lightning. 6 cloning o.O. thats just the surface of all the theories most r half baked,1,0,0.137182,,
0cf27594013bb708,"""
 Ain't bothering me, I'm not required to sign my posts/edit. I didn't specifically threaten anyone and your blowing it out of control. It was a snide comment. If I said """"I'm going to kill him in a fire"""" thats different; saying """"I'm going to church to pray that he gets cancer or dies in a fire"""" is more of a sarchastic tone. Pity you can't see that. No matter. Bump it up to 2 weeks now, just cause you can. """,1,0,0.203816,,
c42a8dd3ab936588,"Think I'll just reset my IP. Peace out, fuckers.",1,0,0.579003,,
1b741cee6e625696,"And next time, actually first create the voting page for an AFD before bothering an editor who did hard work creating an article so you don’t waste so much of another human being’s time. I’m too busy in real life making money and paying taxes to bother with this shit.",1,0,0.015589,,
66f040016f34547c,Ironic that you would tell me to view the Talk rules...I was deleting sections of Talk pages which were being used as forums about the subject rather than discussion about the article.  So STFU.,1,0,7.8e-05,,
befd36e7acca9e56,I BLOCKED REVERS! I BLOCKED REVERS! I BLOCKED REVERS! I BLOCKED REVERS! I BLOCKED REVERS! I BLOCKED REVERS! I BLOCKED REVERS! I BLOCKED REVERS! I BLOCKED REVERS! I BLOCKED REVERS! I BLOCKED REVERS! I BLOCKED REVERS! I BLOCKED REVERS! I BLOCKED REVERS! I BLOCKED REVERS! I BLOCKED REVERS! I BLOCKED REVERS! I BLOCKED REVERS! I BLOCKED REVERS! I BLOCKED REVERS! I BLOCKED REVERS! I BLOCKED REVERS! I BLOCKED REVERS! I BLOCKED REVERS! I BLOCKED REVERS! I BLOCKED REVERS! I BLOCKED REVERS! I BLOCKED REVERS! I BLOCKED REVERS! I BLOCKED REVERS! I BLOCKED REVERS! I BLOCKED REVERS! I BLOCKED REVERS! I BLOCKED REVERS! I BLOCKED REVERS!,1,0,3.4e-05,,
db82c5ce347be106,"Hypocrite  

You are the biggest hypocrite ever. I did not constantly harass you and there weren't 3 editors. Not counting you there was one. Another said it wasn't the best idea but it wasn't vandalism. 74.89.58.36",1,0,0.137639,,
8f94974d43439aef,"thank you 

I deeply and thoroughly apologize for the mischeif I have reaked on this knowledge-sharing site. Please let me make it up to you by being purely positive and constructive and together we can create a perfect information sharing society. Bitch.",1,0,0.497961,,
71d4f14e297067d9,"""

Whoever you are, you tedious little twat, bombarding innocent users with these """"warnings"""", realise that this IP address is shared by literally hunderds(and possibly thousands) of users, and the spammer(or spammers) represent less than 1 per cent of people posting/editing etc on this IP address. Unless you are just some dweeb who gets off on threatening people?""",1,0,7.7e-05,,
7775c7a085c0de4e,"Fantastic! Give me a block and blantantly ignore the behaviours of the others. So, it's controversal to state why i'm so irate, but yet it's within guidelines to:
 Insult my intelligence
 Degrade my character
 and overall tell me to fuck off?

Wow.   4:21 15 January 2012 (UTC)",1,0,0.692642,,
eefda3b77fff06f2,"obvious now you are a sock, withdraw or be reported",1,0,0.166043,,
ed5eb30d62abc4e3,"Seriously. 

.

Point, click, and block. 

You DON'T intimidate me by threatening to block me.

DO IT ALREADY and SHOVE IT.",1,0,0.116441,,
3a9ae6d7c46eebe6,"WHAT A DISGRACE !!!! 

Aren't you ashamed of creating such worthless names and even worse is they dont contain minimum words and it is also an article.. What worth does vvd oil , Aachi masala and many  two sentence politicians contain?? So you ve become an example in leading persons provoking in creation and  inclusion of all country brutes and rookies....",1,0,0.002244,,
13522f3a19ffa4a5,It would if you translate it instead of posting some crap most people cannot read,1,0,0.711111,,
56c31e0fea9d50fb,"""

 While I can almost understand your blocking me for """"calling for the deaths of other editors"""", blocking me for a discussion which is already over, more than a month prior, that seems ridiculous.  Alkivar didn't seem to care enough to block me, and he's the administrator that I was pissed off at.   """,1,0,0.002039,,
378fe29151b668a0,"""

 Vandals 

I found some vandals making the surface water definition as """"gay"""" and such...but since i'm new the deleting was sort of...weird as you can see in the history. Howver, the new edition no longer has the """"gaY"""" definition, but rather the OLD one""",1,0,0.001384,,
e44c54965aa7bd1d,""":::I'm afraid I don't understand what you are asking me.  But virtually all of what you quote is simply factually incorrect.  There exists no other website where the community's control is greater.  The users of Facebook do not elect the majority of the board.  The users of Google don't get to collaboratively work with developers with all software open source and publicly distributed to improve Google.  """"...you must now accept a new political economy: you have permanent lower-caste status"""" - that's just sheer unmitigated bullshit.  
""",1,0,0.001012,,
a4003fde76723168,I HOPE ISRAEL GETS WIPED OFF THE MAP,1,0,4.5e-05,,
ce93e5666d248669,"""
So, we can all see, the truth really does hurt.  If someone posts something true, but not to the taste of the """"in crowd"""" it will be deleted, and they will punish you, until they run out of ways to punish you, as they have with me.  So, they scurry around and delete your comments.  Just look at the shameful edit history of this page! 68.240.150.91  """,1,0,0.016967,,
da67c3994d91f095,"That's fine.  It's not like anyone would have noticed you were gone, because you don't edit anything else besides the Westerfield article.  Which only reinforces my belief that you have an agenda to push around here.  You aren't anything I can't handle.  Just know that I'll continue to revert your salacious babble about Damon being in a bedroom with a woman.  As well as the price of the Van Dam's new home.  As if any of that has any relevance to the crime.  Victim bashing a great tactic used by the child-killers attorney to defend the pervert.  You think you know so much because you're on the side as the pervert???  What kind of man has rape videos on his computer?  Does it feel good to be on the same side of a man like that?   Yeah, yeah, sure, it was really Neal who was into that stuff.  Either way someone in that home was a pervert, and even if it was only Neal who looked at the child porn and rape videos he had to learn it from someone.  My guess would be by daddy-dearest.",1,0,0.2443,,
dff867f287063d57,"lol, my behaviour is unacceptable? Look at your behaviour, what's your comment for blocking me for edit-warring but not your friend Chaldean? But if course you take every chance for blocking me, you keep holding your friends back, hypocrite.",1,0,0.001677,,
4e7860f30078ed97,"YO MOMA IS COOL AND FARTS 247 

HI BYE GIGOWNGNOGNRONWOIGWNOIROWINOWRIOIRWNORWOINRWOINGROINRWOINGROINOINGWOINGOINNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNW",1,0,3e-06,,
6e84ad5af3ca4586,get p!$$ed off when someone expresses hate for Nintendo. I,1,0,0.013077,,
99ec3dd6ac09d75b,And what was with that 1984 sh#t? That's new.,1,0,0.691524,,
a81b4be4c4e470e9,"""
If a group of Christians kill a Hindu, do you think it matters if Hindus are majority in the state? Don't think you are propagating the lie that only """"majority kills minority""""? No! Only """"local majority"""" kills """"local minority"""". If you want to somehow show that terrorism/separation movement is not religious in nature, then you might as well show me data about how some planets are changing my future, or that evolution is wrong.talk """,1,0,0.009762,,
4c28ec0f9770ec48,"No, YOU'RE confused. 1) This is the reason why we're discussing this because this is the only issue that has prompted me to respond to this. 2) YOU ARE american. 3) I don't care about sinebot. I don't know why he even comes up in discussion. Another ad hominen tactic that americans love to throw at people to distract them because they're too coward to face the truth. 4) You continue to refuse the truth that I posted on the article despite my strong references. 5) You continue to blatantly deny that you're american (for wahatever reason). 6) You got some agenda with me personally that I consider VERY psychologically disturbing and obsessive. 7) Because of all the above, you clearly are in dire need of therapy. I have never in my life met a person in such psychological shambles as you. 8) Please, please... GET A WOMAN! YOU NEED ONE. 8) And get out your house for once!",1,0,0.042628,,
948d9060f83ac76c,"Tesc, where did you go?  Were you in fact a sockpuppet?",1,0,0.011268,,
e5ea445c129fafbe,"Yep, that's it, just some rice with a bit of extra crap on top. Just like Nasi Goreng, in fact just like any other dish from the Far East. Yeesh, it's not like real cultivated cooking, like what we have in Germany.2.103.197.76",1,0,0.061209,,
8c87911655462e08,"""

Any time that you gang up on people you don't like, with other Jews as a """"collaborative effort"""", you are violating NPOV and is Wikipedia:Gaming the system.  You foment unrest and aggravation by your trolling.  Your Ad hominem reverts are based on those who are not Jewish or your brand of Jewish.  Don't be a hypocrite, because ypu're speculating on Witkacy's motives when you are suspected of harbouring ulterior motives yourself.  You are hardly in a position to judge or guess.  This apathetic way of dealing with everybody on Wikipedia is also a violation of WP:Civility and WP:POINT.  Nobody carews about how tough you think you are and how much you can push people around.  Everything you are doing in effect is breaking WP:NPA.  The two pages on VFD are pushed because they only violate the will of certain Jews.   """,1,0,0.662637,,
e58088c67501c80b,"""I still cannot believe that there can be a controversy over our national anthem! This is absurd! What the hell happened? Freedom of speech, I am all for it. But this constant BITCHING and whining about political correctness has gone too far. You CANNOT change the Canadian national anthem because it is insulting """"immigrants"""". They're IMMIGRANTS, they CHOSE to come to Canada, and it should be that they should respect OUR traditions -though keeping their customs and traditions, I have nothing against multiculturalism-. We cannot bend over backwards for people who have done nothing for the country! It's like subjecting to bullying, it's not bloody right! And the usage of """"God"""" and """"son"""" means nothing! It's a traditional piece. I am an atheist, and an agnostic, yet I have no objection to prayer in my school's chapel, to singing Christian lyrics, because it pertains no meaning to me. Are not God, Jesus, Allah, Mohammed, Buddha, and ANY other religious deity supposed to all be working for the same cause? Should not they all be """"friends""""??? SO may I ask WHAT is the problem with the Canadian anthem? Allah, Jesus, Mohammed, Buddha and God are all manifestations of the SAME PERSON, THING, CAUSE, REASON! The Canadian anthem is traditional, and it seems to me almost a sacrilege (if you may excuse the poor choice of word, as it seems to contradict my whole speech!) to complain about it being sexist, or bigotry. This ties in with the controversy over the Queen. She is a testament to the tradition of Canada, to remove her would be to follow in the footsteps of the United States. We are not Yanks, we are members of the commonwealth. To get back on track, I state clearly, there is absolutely no logical, moral or respectful way that it can be stated to change the lyrics to a traditional song! A song is a song. You cannot opt to change the lyrics to a controversial popular song, like """"The Beatles""""! You just don't do it! So HOW should it be the same for the anthem? The anthem represents what Canada is. It was established as Christian, and though we gladly accept other cultures, we cannot change every damn thing to be politically correct for all the minorities out there. It's IMPOSSIBLE. Freedom of speech has become the opposite. Comedians can't make jokes about religion, sexuality, gender without being complained at, reprimanded at by minorities. Australia is a perfect example of how a country should be run. They say to immigrants: """"You make the choice to live here. That means you have to live with the way Australians live, Australian code, Australian traditions. Don't come here expecting us to change just for you."""" This is how a country should be. It seems unfair that we should change everything to be politically correct, just so that some bleeding heart out there can go to their bed -Oh, is that politically incorrect to the homeless? I'll change that to """"area of rest""""- and not grumble and whine, prepared to get up the next morning and petition to change all the lyrics of gospel music, or to remove all films that even mention a religious deity in a disrespectful manner. Please, I beg, I PRAY, (God forbid, heheheh) that we all come to our senses and realize """"Don't sweat the small stuff"""". Get on, toughen up, put your helmet on, keep on trucking. It's an imperfect world, you can't have your way all the time. If someone at high school insults you, you ignore it. You stay away from them. SO? Does that not apply to here? Please, chew on this rather large- and I do apologize for its length- paragraph.
64.180.211.200  

""",1,0,0.000458,,
39cc96e346867a22,Why Lemesurier ran off like a scared dog with his tail between his legs: https://storify.com/deltoidmachine/how-we-won-the-james-randi-dollar-1-000-000-parano,1,0,0.007523,,
7dc1724d39fe81df,And this meat puppet would be whom? Tim Foxworth,1,0,3e-06,,
79125b49903b5d37,"The facts: 
1. This is a blatant lie, as proven here. Your comment dates from . The last version containing non-religious reasons for conversion to islam, which was active around that time, , did not compare zakat to jizya anymore. 
2. You have complained with a fellow administrator in order to get me blocked. Because already several lies from your side have been proven beyond doubt, this does not surprise me at all.
3. People that reverted were mainly Irishpunktom and you, both known for their pro-islamic POV and regularly cooperating in edit warring (also regarding several other articles, such as Apostacy and dhimmi, for instance, in order to press pro-islamic POV. All this indicates a coordinated campaign in order to press Islamist viewpoints.
4. Prove it. The fact is, I have sources, you don't even try to source your POV OR and take resort to weasel wording instead. I will force you to source your statement in my next edit. 
5. Prove it. I added sources for every statement I  inserted, while you failed to do so.
 I conclude that it is in Wikipedia interest you to withdraw from administratorship.
 (Talk | Contribs 25px)",1,0,0.0,,
de494d45221f4fa3,"Horribly written, not like an encyclopedic article 

What is this drivel?

That Hüttenbrenner neither had the work performed, nor even let the society know he had the manuscript is curious and has spawned various theories. Was he given an incomplete score by Schubert and was waiting for the rest before saying anything? If so, he waited in vain throughout the six remaining years of Schubert's life. After Schubert's premature death in 1828 (of typhus as a complication of syphilis), why didn't Hüttenbrenner then make the existence of the manuscript known? Do the torn pages suggest he had somehow damaged the piece and managed to lose, or even inadvertently destroy, the last two movements?[5] Was guilt therefore the reason he kept silent about the work's existence for 37 years after Schubert died? Could personality factors like introvertedness or jealousy have been at play here?",1,0,2e-05,,
