id,comment_text,label,clean_text,nbow_lr_pred,nbow_lr_prob,category
5d7751f37df50936,hahaha my name is danielle nicole meyer and i am retarded,0,hahaha my name is danielle nicole meyer and i am retarded,1,0.997305,
9b724afa3e79613a,"Game the System? 

Don't threaten me. You are violating DOZENS of Wik policies including be nice, assume good faith and dont game teh system. I'm documenting  you and your co-liberals  disruptive practices intended to protect your liberal weenie heroes like Keith Olbermann et al.
You and blaxthos are part of the team RUINING wik. And you VANDALS have the gall to tell me not to critique you guys considering the HATE you spew towards conservatives. Everyone is on to your game. Delete all you want, the edit history is there and is making our case stronger and stronger. God Bless you. Jesus Loves you. He really does...68.40.123.217",0,game the system do not threaten me you are violating dozens of wik policies including be nice assume good faith and dont game teh system i am documenting you and your co liberals disruptive practices intended to protect your liberal weenie heroes like keith olbermann et al you and blaxthos are part of the team ruining wik and you vandals have the gall to tell me not to critique you guys considering the hate you spew towards conservatives everyone is on to your game delete all you want the edit history is there and is making our case stronger and stronger god bless you jesus loves you he really does 68 40 123 217,1,0.999997,
13bc580726c464e6,"And you have admin rights do you to block accounts??  It would be an honour to be suspended for standing up to such autocratic mentality, so don't start threatening me with this type of nonsense.  By your own rules you have already reverted an edit three times, so I think I'll also report that to the Mods.  You are becoming a very annoying individual who has no comprehension of common manners except to threaten anyone who disagrees with you.",0,and you have admin rights do you to block accounts it would be an honour to be suspended for standing up to such autocratic mentality so do not start threatening me with this type of nonsense by your own rules you have already reverted an edit three times so i think i will also report that to the mods you are becoming a very annoying individual who has no comprehension of common manners except to threaten anyone who disagrees with you,1,0.999303,
17925baace545568,"You have been formally ohnoitsjamie refered as same as the other Wikipedia crook with her funds theft from Wiki into the FBI office for illegal discrediting of sources, family bloodlines, so forth, have anice day pig of lies, do not enter my site or anything else, from the FBI and me Diplomat, so forth do not ever use blatantly you are also as have been ohnoitsjamie placed into a federal complaint have a nice day from all of us, and me lika v. diplomat. The donations to the Wikipedia have been clearly taken from this site from my Diplomatic self, than so forth, you entire site is a trash of information of inaccuries that it has to be discredited and closed down, ao now you are on a fabrication of information ohnoitsjamie, for misinforming the public, with lies bye bye jamie, from me Lika Valentino Diplomat, if you had any source of information of accuries your so forth act would NOT have taken into occurrence today.",0,you have been formally ohnoitsjamie refered as same as the other wikipedia crook with her funds theft from wiki into the fbi office for illegal discrediting of sources family bloodlines so forth have anice day pig of lies do not enter my site or anything else from the fbi and me diplomat so forth do not ever use blatantly you are also as have been ohnoitsjamie placed into a federal complaint have a nice day from all of us and me lika v diplomat the donations to the wikipedia have been clearly taken from this site from my diplomatic self than so forth you entire site is a trash of information of inaccuries that it has to be discredited and closed down ao now you are on a fabrication of information ohnoitsjamie for misinforming the public with lies bye bye jamie from me lika valentino diplomat if you had any source of information of accuries your so forth act would not have taken into occurrence today,1,0.978685,
1a3cad6f7ba03f35,"Don't be a bully 

1. Don't revert my contributions
2. Don't dismiss my contributions as vandalism",0,do not be a bully 1 do not revert my contributions 2 do not dismiss my contributions as vandalism,1,0.971942,
e78328691fd71042,"freedom of speech 

it does not exist on this site.  Dont be fooled children, if you post something important, they will be sure to block you so that your imput does not reach the masses.  They are owned by corprate america who does not want you to speek freely but to silence the voices of freedom. I must say goodby to americas most sacred amendment.. Freedom of speech. Wikipedia will not let people contribute arcticles again what corprate wikipedia wants. In all sadness I say goodbye to americas last glimpse of freedom of speech",0,freedom of speech it does not exist on this site dont be fooled children if you post something important they will be sure to block you so that your imput does not reach the masses they are owned by corprate america who does not want you to speek freely but to silence the voices of freedom i must say goodby to americas most sacred amendment freedom of speech wikipedia will not let people contribute arcticles again what corprate wikipedia wants in all sadness i say goodbye to americas last glimpse of freedom of speech,1,0.934396,
fbc25a7beddeeed6,"Nonsense, as shown to you in IRC.",0,nonsense as shown to you in irc,1,0.967951,
c4461c9ebbea0330,"""
I appreciate your thoughts. However, sadly I think my """"opponents"""" appreciate WP policies only too well. The policies are the problem. All they have to do is repeat the same crap over and over, ignoring the logic, any discredited scientist (Gould?) as a source will do, and the moment I say """"no, you're an idiot"""", content ignorant admins will block me. Hence, WP will go to whoever is willing to repeat themself enough. Cheers!   """,0,i appreciate your thoughts however sadly i think my opponents appreciate wp policies only too well the policies are the problem all they have to do is repeat the same crap over and over ignoring the logic any discredited scientist gould as a source will do and the moment i say no you are an idiot content ignorant admins will block me hence wp will go to whoever is willing to repeat themself enough cheers,1,0.999493,
82863fa212998b46,"Alison, Oprahwasontv is proven not to be a sock of Dereks1x.  Now you are re-writting history and calling me sock.  I say to you, name the edit that is disruptive and biased.  You see, you are behind this weird sense of control.  
Alison, there is no other way.  You are lying.  I am in Maryland.  Should I call you and verify?",0,alison oprahwasontv is proven not to be a sock of dereks1x now you are re writting history and calling me sock i say to you name the edit that is disruptive and biased you see you are behind this weird sense of control alison there is no other way you are lying i am in maryland should i call you and verify,1,0.911323,
48a44ae95c0d0d1a,"""

Goethean can bite me

Make no mistake, I have ABSOLUTELY no respect for your beliefs and methods of intellectual thuggery, bullying... You're a little man, pathetic and cowardly - intellectual, spiritual, and morally corrupt...your shameful ways of gaming Wikirulez, and other equally low games, in order to foist your rotten and flawed points of view, is reflective of your ethics I have seen on wikipeidia for years now. Your rotten behavior is a refection or fruit of your beliefs and upbringing and education. Lastly, what is sad is no one calls you to task, with out getting wracked by your admin friends (the nineteen old """"paul blart"""" rent a goon, Tiptoey).

Now if you like to hide here, fine, but I make you a challenge, assuming you are brave enough and so sure of your beliefs, to crawl out from this dark and dank hiding place and on to Wikireview (a venue where you can't call an admin with tools, where you have to stand toe to toe on the merit of your augments and defend your sorry self, to the charges I make there, that your new age beliefs are garbage, and Ramakrishna's is just power mad homo erotic addict and your a sorry little thuggish boor.

Again, if you should MAN UP instead of being a coward, then I await your presence at Wikipedia Review so you can tell me and the, world at large, why your so right and the world is so wrong. MAN UP or hid like the weak bully boy you are.???

Any rate I be waiting for you there.

JoE  """,0,goethean can bite me make no mistake i have absolutely no respect for your beliefs and methods of intellectual thuggery bullying you are a little man pathetic and cowardly intellectual spiritual and morally corrupt your shameful ways of gaming wikirulez and other equally low games in order to foist your rotten and flawed points of view is reflective of your ethics i have seen on wikipeidia for years now your rotten behavior is a refection or fruit of your beliefs and upbringing and education lastly what is sad is no one calls you to task with out getting wracked by your admin friends the nineteen old paul blart rent a goon tiptoey now if you like to hide here fine but i make you a challenge assuming you are brave enough and so sure of your beliefs to crawl out from this dark and dank hiding place and on to wikireview a venue where you cannot call an admin with tools where you have to stand toe to toe on the merit of your augments and defend your sorry self to the charges i make there that your new age beliefs are garbage and ramakrishna is is just power mad homo erotic addict and your a sorry little thuggish boor again if you should man up instead of being a coward then i await your presence at wikipedia review so you can tell me and the world at large why your so right and the world is so wrong man up or hid like the weak bully boy you are any rate i be waiting for you there joe,1,0.969668,
9e15dc189f7ebc41,I suggest that you grow up.  Fatuorum,0,i suggest that you grow up fatuorum,1,0.997934,
a37d2f36a51e91bf,"Quit putting BS paragraph titles. 

I am accurate as the links and sources I have used. What the hell is The Authority Era? I've never heard that ever. The eras I have listed actually happened and for BillMcNeal the Brand Extension wasn't from 2002-2012, it went until 2011. Dumb paragraph title. Quit being a troll.",0,quit putting bs paragraph titles i am accurate as the links and sources i have used what the hell is the authority era i have never heard that ever the eras i have listed actually happened and for billmcneal the brand extension was not from 2002 2012 it went until 2011 dumb paragraph title quit being a troll,1,0.982198,
0678fe61d0ebd1ca,"""

 This article is a perfect example of doublethink. 

The leftists are making George Orwell's 1984 come true and turning our society into a bizarre, illogical politically-correct nightmare where male and female are the same thing and interchangeable. This is postmodernist nonsense run amok and delusions by lunatics become accepted as fact by the leftist media. """"XY is a man. XY is a woman. XY has always been a woman. He is a woman trapped in a man's body. He does not have a mental disorder, despite the fact that it is proven to be a disorder by psychologists. Why are you calling XY a man? That's transphobia! It's racist and sexist and misogynistic and transphobic! XY does not does exist! He has never existed! SHE is XX! SHE merely LOOKED like a man but has MAGICALLY become a WOMAN by HER thoughts! Mental thought determines biology! SHE is a transwoman, not a man! Soft science psychology trumps hard science biology! There is no such thing as biology! What's a biology? That's transphobic! You are a transphobe! Stop harassing this poor woman and respect her magical mental thoughts!""""""",0,this article is a perfect example of doublethink the leftists are making george orwell is 1984 come true and turning our society into a bizarre illogical politically correct nightmare where male and female are the same thing and interchangeable this is postmodernist nonsense run amok and delusions by lunatics become accepted as fact by the leftist media xy is a man xy is a woman xy has always been a woman he is a woman trapped in a man is body he does not have a mental disorder despite the fact that it is proven to be a disorder by psychologists why are you calling xy a man that is transphobia it is racist and sexist and misogynistic and transphobic xy does not does exist he has never existed she is xx she merely looked like a man but has magically become a woman by her thoughts mental thought determines biology she is a transwoman not a man soft science psychology trumps hard science biology there is no such thing as biology what is a biology that is transphobic you are a transphobe stop harassing this poor woman and respect her magical mental thoughts,1,0.999772,
440ddb2410bebc2c,"Then you should put the POV tag to those articles. Tendentious bullshit had been pu in it. David Irvine proved in his book to, that Holocaust did not happened. This is a joke, Golubovic been caught on lying a lot of times.  hey, yo! -)",0,then you should put the pov tag to those articles tendentious bullshit had been pu in it david irvine proved in his book to that holocaust did not happened this is a joke golubovic been caught on lying a lot of times hey yo,1,0.999985,
e7454983da4b2a84,Your a disgrace Dan stop making up silly stuff about the wombats,0,your a disgrace dan stop making up silly stuff about the wombats,1,1.0,
1a8fbf91eb5df622,"If you don't know the standard measures by which drivers are gauged in F-1 racing, what the hell are you even doing editing F-1 related wikies?? Ridiculous. essentially no one thinks Stirling was the greatest ever, not even the biased as always English public. Even this BBC poll shows it(Schumacher first, Senna second, just like every poll I've ever seen on the matter): http://newsvote.bbc.co.uk/sport2/hi/motorsport/formula_one/3168114.stm?display=1",0,if you do not know the standard measures by which drivers are gauged in f 1 racing what the hell are you even doing editing f 1 related wikies ridiculous essentially no one thinks stirling was the greatest ever not even the biased as always english public even this bbc poll shows it schumacher first senna second just like every poll i have ever seen on the matter,1,0.925243,
1a533014b9391405,"Justafax, you are an angry individual and you need to calm down and learn to show respect for others and their opinions.  Yours is not the only opinion that matters.  Certainly, being new here means I've made mistakes, but what you do is negative, ugly and mean.  You seem intent on hurting others, especially me lately.  You malign anyone who doesn't agree with you.  You come across as an emotionally incontinent person who is angry at the world. Find another outlet.  Your behavior on this page is toxic.",0,justafax you are an angry individual and you need to calm down and learn to show respect for others and their opinions yours is not the only opinion that matters certainly being new here means i have made mistakes but what you do is negative ugly and mean you seem intent on hurting others especially me lately you malign anyone who does not agree with you you come across as an emotionally incontinent person who is angry at the world find another outlet your behavior on this page is toxic,1,0.977271,
770a9d53eaf8ea21,I am proud to be a homosexual.  Gay pride 2008!,0,i am proud to be a homosexual gay pride 2008,1,0.999775,
8c7a358a4591ca87,Yo - Don't be vandalizing pages.,0,yo do not be vandalizing pages,1,0.968102,
11bcfa567454bbd5,"Friends In High Places 

Putting your finger on the scale for the Transcendental Meditation Internet Defense Force yet again, eh?  Shame on you.",0,friends in high places putting your finger on the scale for the transcendental meditation internet defense force yet again eh shame on you,1,0.998113,
bb06fe83af667c62,"""

Different, but related.  Anal-oral contact could mean just about anything, plus since there is a technical term available, that's what we should be using.  If """"ass to mouth"""" is the only reason why we're using """"Anal-oral contact"""" instead of """"Anilingus"""" I think it's a poor reason.  I could as easily claim that """"Fellatio"""" should be moved to """"Genital-oral contact"""" because some people like to like their partners' balls.   18:52, Nov 20, 2004 (UTC)""",0,different but related anal oral contact could mean just about anything plus since there is a technical term available that is what we should be using if ass to mouth is the only reason why we are using anal oral contact instead of anilingus i think it is a poor reason i could as easily claim that fellatio should be moved to genital oral contact because some people like to like their partners balls 18 52 nov 20 2004 utc,1,0.985381,
fbb22b7eb4841aa3,"""

Looky looky, Mr Barnstar award over here
 That's nice. None of your education evidently helped in the areas that matter here if you're trying so desperately to prop up a revisionist theory such as that of Gimbutas, a theory which only witnesses popularity due to modern politics and religion, not science. And bragging about credentials? Honestly, pathetic. You may as well say you're the Queen of England, """"anon"""". I shared refs so don't bitch at me, loser. Carry on with your Wiki-managing videogame that you play. If only you were paid for your time climbing the teen ranks of admin. Lol. You should put your barnstars on your resume and see if anyone in the real job market is impressed. 50.72.139.25  """,0,looky looky mr barnstar award over here that is nice none of your education evidently helped in the areas that matter here if you are trying so desperately to prop up a revisionist theory such as that of gimbutas a theory which only witnesses popularity due to modern politics and religion not science and bragging about credentials honestly pathetic you may as well say you are the queen of england anon i shared refs so do not bitch at me loser carry on with your wiki managing videogame that you play if only you were paid for your time climbing the teen ranks of admin lol you should put your barnstars on your resume and see if anyone in the real job market is impressed 50 72 139 25,1,0.966567,
50e70c89f9e93596,This latter site is obviously a front for Pakistani terrorists.,0,this latter site is obviously a front for pakistani terrorists,1,0.999932,
4afb155d76d98e46,"There is nothing laudable about attempting to delete information out of ignorance.  If whole communities are outraged at your actions, you by definition deleted something notable.",0,there is nothing laudable about attempting to delete information out of ignorance if whole communities are outraged at your actions you by definition deleted something notable,1,0.964295,
afee70ba56ba63b3,"New Images
Is it just me or do the images added by rocky88 make this article look damn ugly. would revert but thought i'd leave it to people who contribute to the article to decide if it needs reverting.",0,new images is it just me or do the images added by rocky88 make this article look damn ugly would revert but thought i would leave it to people who contribute to the article to decide if it needs reverting,1,0.997164,
8eee18947a63e743,"""

 How to Fill out an IRS Form 13909 
Hello Rob, just want to let you know that you and your bud  drew first
blood . Well, It gets personal with me too...
line 1.
NAME OF REFFERRED ORGANIZATION...Wikimedia Foundation c/o CT Corporation System
Street address...................818 West Seventh Street 
City/State/Zipcode...............Los Angeles, California 90017
Date of Referral:................July, 28 2008

line 2
ORGANIZATION'S EMPLOYER IDENTFICATION NUMBER (EIN)... 20-0049703
line 3
NATURE OF VIOLATION:
 [X] Organization is involved in political campaign
 [X] Organization is engaged in excessive lobbying activites
 [X] Other (describe); The organization listed here is engaged in direct political lobbying and campaigning, which is in violation of IRS code 501(c)(3) which states  """"all section 501(c)(3) organizations are absolutely prohibited from directly or indirectly participating in, or intervening in, any political campaign on behalf of (or in opposition to) any candidate for elective public."""" 
line 4
DETAILS OF VIOLATION:
Name(s) of Person(s) Involved: (you know who...)

and so forth and so forth... I hope you get the drift... I will
be contacting the Wikimedia Foundation Inc. at 415-839-6885 asap and see if they can
see my Point of view... I hope they understand what is really happening here... if not..well, 
I should start printing a whole bunch of these 13909's, and have my friends send
them, as it's their right to do so under US LAW... It's personal now.  I have sufficient and competent evidence to make a case, based on some of my conversations with """"friends with some legal background"""". 

The point of this communication and a finale plea to you and the wiki office that, I'm really a nice guy and don't want to wreak your little Owellen simulation hobby, so I am giving you one last chance to really follow your wikipedian policy WP:BLP WP:NPOV WP:OWN WP:NPOV WP:COI etc... and stop the partisan bias bull donkey and do the right thing.  IF not..well I will be a good American citizen and bring information to the Government of a violation of a law. One last thing..this is not a """"legal threat"""" it's just me and friends being good citizen to bring wikimedia foundation in compliance with 
USA:TAXCODE. You hand your friends have a wiki nice day.
Post script: YOU WOULD BE A FOOL I HOPE YOU NOT TO DISMISS THIS ROB - DON'T make me follow though with this ...
  """,0,how to fill out an irs form 13909 hello rob just want to let you know that you and your bud drew first blood well it gets personal with me too line 1 name of refferred organization wikimedia foundation c o ct corporation system street address 818 west seventh street city state zipcode los angeles california 90017 date of referral july 28 2008 line 2 organization is employer identfication number ein 20 0049703 line 3 nature of violation x organization is involved in political campaign x organization is engaged in excessive lobbying activites x other describe the organization listed here is engaged in direct political lobbying and campaigning which is in violation of irs code 501 c 3 which states all section 501 c 3 organizations are absolutely prohibited from directly or indirectly participating in or intervening in any political campaign on behalf of or in opposition to any candidate for elective public line 4 details of violation name s of person s involved you know who and so forth and so forth i hope you get the drift i will be contacting the wikimedia foundation inc at 415 839 6885 asap and see if they can see my point of view i hope they understand what is really happening here if not well i should start printing a whole bunch of these 13909 is and have my friends send them as it is their right to do so under us law it is personal now i have sufficient and competent evidence to make a case based on some of my conversations with friends with some legal background the point of this communication and a finale plea to you and the wiki office that i am really a nice guy and do not want to wreak your little owellen simulation hobby so i am giving you one last chance to really follow your wikipedian policy wp blp wp npov wp own wp npov wp coi etc and stop the partisan bias bull donkey and do the right thing if not well i will be a good american citizen and bring information to the government of a violation of a law one last thing this is not a legal threat it is just me and friends being good citizen to bring wikimedia foundation in compliance with usa taxcode you hand your friends have a wiki nice day post script you would be a fool i hope you not to dismiss this rob do not make me follow though with this,1,0.988031,
70a2763795636677,"""

Honestly, that was not """"threats of harassment"""", maybe it sounds like it... but you don't know about the actual situation and what happened in the past. GVnayR is a very """"dangerous"""" Wikipedian, I can deepen it. I'm editing Wikipedia since 2010 and I can say that he is the lamest, weirdest, most """"dangerous"""", etc. In my opinion being blocked indefinitely because of this is not fair (1~2 months is more fair). Sadly, blocking this user Hydao (who always fought against vandalism and addition of nonsense things) will not solve the problem. Sooner, the user GVnayR will start adding completely stupid and nonsense things on Wikipedia, which is unacceptable. I will continue fighting against vandalism and nonsense stuff (added by losers/nolifers like GVnayR), with or without """"Hydao"""". Now you are thinking: """"Hydao, you are insulting a user by calling """"loser and no-lifer"""", but that's not an insult, it's just the reality. A high-functioning autistic who doesn't work, doesn't have a job, doesn't have friends, use the government pension to buy PlayStation games and pay the Internet bill, someone who spend his days/months/years doing NOTHING useful (except making frequently STUPID edits on Wikipedia and wasting other ppl PRECIOUS time...) is a big loser who needs a LIFE LESSON. I don't mind if this """"Hydao"""" is blocked, the only thing I know is that GVnayR needs an """"ULTIMATE LESSON"""". Well, at least I can say that Hydao """"died"""" or is """"dying"""" for a decent/noble cause.   """,0,honestly that was not threats of harassment maybe it sounds like it but you do not know about the actual situation and what happened in the past gvnayr is a very dangerous wikipedian i can deepen it i am editing wikipedia since 2010 and i can say that he is the lamest weirdest most dangerous etc in my opinion being blocked indefinitely because of this is not fair 1 2 months is more fair sadly blocking this user hydao who always fought against vandalism and addition of nonsense things will not solve the problem sooner the user gvnayr will start adding completely stupid and nonsense things on wikipedia which is unacceptable i will continue fighting against vandalism and nonsense stuff added by losers nolifers like gvnayr with or without hydao now you are thinking hydao you are insulting a user by calling loser and no lifer but that is not an insult it is just the reality a high functioning autistic who does not work does not have a job does not have friends use the government pension to buy playstation games and pay the internet bill someone who spend his days months years doing nothing useful except making frequently stupid edits on wikipedia and wasting other ppl precious time is a big loser who needs a life lesson i do not mind if this hydao is blocked the only thing i know is that gvnayr needs an ultimate lesson well at least i can say that hydao died or is dying for a decent noble cause,1,0.999991,
5cbffb4bc40a35fa,"Wil Wheaton
Wil Wheaton loves star wars you jerk",0,wil wheaton wil wheaton loves star wars you jerk,1,1.0,
eb2652ecd5906ff8,"Hey

Are you afraid because I'm a zombie?",0,hey are you afraid because i am a zombie,1,0.977412,
5ae5235f400a7aae,I'll stop changing Michaels as soon as you guys stop adding this POV crap to drivers that aren't fit to change his tires.,0,i will stop changing michaels as soon as you guys stop adding this pov crap to drivers that are not fit to change his tires,1,0.99767,
8284bbf5d75baae9,"grow up 

Get a life",0,grow up get a life,1,1.0,
adb7575b8effa723,.  My hope is that Sue fixes some of this crap.  New sheriff in town and all that,0,my hope is that sue fixes some of this crap new sheriff in town and all that,1,0.998686,
9f6cb3325f77224f,"On that page I was protesting against exactly this kind of preachy, self righteous rubbish. Now go away and have a break or something because I am not trying to insult you. I have not threatened to kill, sue, maim or denigrate anyone. That was not the grounds for placing a warning template on my userpage. It is blank now so go and hassle someone else for a change. (  )",0,on that page i was protesting against exactly this kind of preachy self righteous rubbish now go away and have a break or something because i am not trying to insult you i have not threatened to kill sue maim or denigrate anyone that was not the grounds for placing a warning template on my userpage it is blank now so go and hassle someone else for a change,1,0.919431,
16230eb108c3b050,"""

 Gregalton, You're Still A Douchebag, Signed... 

I'm not an editor, so I really don't have a problem calling you a douchebag. The fact that the article considers anyone who criticizes the practice of FRB as non-mainstream raised the flag in my mind, that is, made me check the discussion page. You've done more to bias the article than these supposed """"conspiracy"""" people probably did. At any rate, fuck Wikipedia, and fuck Gregalton; I wait for the day when Knol has a good article under the same title (and it's written by one of these """"non-mainstream"""" economists the article talks about).

Delete this again, gregalton... you're dealing with a loser with more time than even you, so don't try... 

besides, it's not like I'm editing the main page... I was looking for information and you screwed me out of it.""",0,gregalton you are still a douchebag signed i am not an editor so i really do not have a problem calling you a douchebag the fact that the article considers anyone who criticizes the practice of frb as non mainstream raised the flag in my mind that is made me check the discussion page you have done more to bias the article than these supposed conspiracy people probably did at any rate fuck wikipedia and fuck gregalton i wait for the day when knol has a good article under the same title and it is written by one of these non mainstream economists the article talks about delete this again gregalton you are dealing with a loser with more time than even you so do not try besides it is not like i am editing the main page i was looking for information and you screwed me out of it,1,0.999968,
f345f66c7d282869,"I think the article should die in a fire, and the supporters of retention banned for gross incompetence.  Editors need to develop the skills and the common sense to evaluate just what it means to be notable and to consider what value we add to the sum of human knowledge when we let articles such as this stand.  This tweenybopper is being talked about because, like Rebecca Black, she is a horrid, auto-tuned nightmare.  These are children.  Children do stupid things, and just because they do stupid things doesn't mean they should be pilloried forever on one of the most trafficked websites on the planet. We already have encyclopediadramatica.ch/Jenna_Rose for that.  Jessi Slaughter got a lot of press too for her antics, and there's no article.",0,i think the article should die in a fire and the supporters of retention banned for gross incompetence editors need to develop the skills and the common sense to evaluate just what it means to be notable and to consider what value we add to the sum of human knowledge when we let articles such as this stand this tweenybopper is being talked about because like rebecca black she is a horrid auto tuned nightmare these are children children do stupid things and just because they do stupid things does not mean they should be pilloried forever on one of the most trafficked websites on the planet we already have encyclopediadramatica ch jenna_rose for that jessi slaughter got a lot of press too for her antics and there is no article,1,0.989531,
2a0ea738db2511fc,.. wow damn..Alison..Is that english?..lol,0,wow damn alison is that english lol,1,0.999614,
1b4293b49d675c34,How come you didn't block Mcelite? That person is a vandal messing up articles with his or her agenda.,0,how come you did not block mcelite that person is a vandal messing up articles with his or her agenda,1,0.998135,
12b62065f60487fc,What you wrote was utter rubbish that had absolutely nothing to do with the concept of reaction formation. Absolutely nothing. Do you understand? Stop flattering yourself that you have something to contribute on the topic. You are utterly clueless about it.,0,what you wrote was utter rubbish that had absolutely nothing to do with the concept of reaction formation absolutely nothing do you understand stop flattering yourself that you have something to contribute on the topic you are utterly clueless about it,1,0.982328,
